sentence_id	category	sentence	sentiment	ner_tags
1028246:1	food quality	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	positive	O O O O T O O O O O O O O O O O O O O O O O O
1028246:1	food style_options	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	drinks style_options	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	drinks prices	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	restaurant prices	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	positive	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	ambience general	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	restaurant miscellaneous	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	food prices	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	location general	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	drinks quality	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:1	food general	Service was devine , oysters where a sensual as they come , and the price can ' t be beat ! ! !	N/A	O O O O O O O O O O O O O O O O O O O O O O O
1028246:2	restaurant general	You can ' t go wrong here .	positive	O O O O O O O O
1028246:2	service general	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	food quality	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	food style_options	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	drinks style_options	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	drinks prices	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	restaurant prices	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	ambience general	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	restaurant miscellaneous	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	food prices	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	location general	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	drinks quality	You can ' t go wrong here .	N/A	O O O O O O O O
1028246:2	food general	You can ' t go wrong here .	N/A	O O O O O O O O
1032695:0	restaurant general	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	positive	O O O O O O O O O O O O T T O O O O
1032695:0	service general	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	food quality	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	food style_options	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	drinks style_options	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	drinks prices	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	restaurant prices	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	ambience general	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	restaurant miscellaneous	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	food prices	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	location general	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	drinks quality	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:0	food general	Every time in New York I make it a point to visit Restaurant Saul on Smith Street .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	restaurant general	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	service general	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	positive	O O O O O O O O T O O O O O O O O O
1032695:1	food quality	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	positive	O O O O O O O O O O O O O O O O O O
1032695:1	food style_options	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	drinks style_options	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	drinks prices	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	restaurant prices	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	ambience general	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	positive	O O O O O O O O O O O O O T O O O O
1032695:1	restaurant miscellaneous	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	food prices	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	location general	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	drinks quality	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:1	food general	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	N/A	O O O O O O O O O O O O O O O O O O
1032695:2	restaurant general	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	service general	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	food quality	I had the duck breast special on my last visit and it was incredible .	positive	O O O T T T O O O O O O O O O
1032695:2	food style_options	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	drinks style_options	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	drinks prices	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	restaurant prices	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	ambience general	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	restaurant miscellaneous	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	food prices	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	location general	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	drinks quality	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:2	food general	I had the duck breast special on my last visit and it was incredible .	N/A	O O O O O O O O O O O O O O O
1032695:3	restaurant general	Can ' t wait wait for my next visit .	positive	O O O O O O O O O O
1032695:3	service general	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	food quality	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	food style_options	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	drinks style_options	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	drinks prices	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	restaurant prices	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	ambience general	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	restaurant miscellaneous	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	food prices	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	location general	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	drinks quality	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1032695:3	food general	Can ' t wait wait for my next visit .	N/A	O O O O O O O O O O
1041457:1	restaurant general	And I hate to say this but I doubt I ' ll ever go back .	negative	O O O O O O O O O O O O O O O O
1041457:1	service general	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	food quality	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	food style_options	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	drinks style_options	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	drinks prices	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	restaurant prices	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
1041457:1	ambience general	And I hate to say this but I doubt I ' ll ever go back .	N/A	O O O O O O O O O O O O O O O O
